,event_id,store_id,campaign_id,product_code,base_price(before_promo),quantity_sold(before_promo),promo_type,base_price(after_promo),quantity_sold(after_promo),category,product_name
378,d2b963,STVJD-0,CAMP_SAN_01,P14,1020,48.0,BOGOF,510,187,Home Appliances,Atliq_waterproof_Immersion_Rod
379,f725c0,STCBE-3,CAMP_SAN_01,P03,200,228.0,BOGOF,100,898,Grocery & Staples,Atliq_Suflower_Oil (1L)
380,f57184,STHYD-5,CAMP_SAN_01,P05,55,21.0,25% OFF,41,18,Home Care,Atliq_Scrub_Sponge_For_Dishwash
381,512d92,STCHE-4,CAMP_DIW_01,P09,110,87.0,50% OFF,55,115,Personal Care,Atliq_Body_Milk_Nourishing_Lotion (120ML)
382,9ce293,STMDU-1,CAMP_SAN_01,P03,200,255.0,BOGOF,100,1009,Grocery & Staples,Atliq_Suflower_Oil (1L)
383,e31e72,STHYD-4,CAMP_SAN_01,P10,50,33.0,25% OFF,37,31,Personal Care,Atliq_Cream_Beauty_Bathing_Soap (125GM)
384,6c7601,STCBE-2,CAMP_SAN_01,P14,1020,78.0,BOGOF,510,334,Home Appliances,Atliq_waterproof_Immersion_Rod
385,7a2a47,STBLR-7,CAMP_DIW_01,P07,300,64.0,BOGOF,150,254,Home Care,Atliq_Curtains
386,434698,STVSK-0,CAMP_SAN_01,P12,62,39.0,50% OFF,31,63,Personal Care,Atliq_Lime_Cool_Bathing_Bar (125GM)
387,ca3893,STMYS-1,CAMP_SAN_01,P09,90,52.0,25% OFF,67,39,Personal Care,Atliq_Body_Milk_Nourishing_Lotion (120ML)
388,933cae,STCHE-3,CAMP_SAN_01,P06,415,28.0,25% OFF,311,23,Home Care,Atliq_Fusion_Container_Set_of_3
389,7.34E+11,STCHE-0,CAMP_DIW_01,P06,415,105.0,25% OFF,311,92,Home Care,Atliq_Fusion_Container_Set_of_3
390,5372de,STCBE-3,CAMP_SAN_01,P10,50,78.0,25% OFF,37,22,Personal Care,Atliq_Cream_Beauty_Bathing_Soap (125GM)
391,5729c0,STMYS-2,CAMP_SAN_01,P04,370,240.0,BOGOF,185,636,Grocery & Staples,Atliq_Farm_Chakki_Atta (1KG)
392,cd36b2,STCHE-4,CAMP_DIW_01,P10,65,127.0,50% OFF,32,168,Personal Care,Atliq_Cream_Beauty_Bathing_Soap (125GM)
393,8f2a5a,STVSK-2,CAMP_SAN_01,P11,190,25.0,50% OFF,95,37,Personal Care,Atliq_Doodh_Kesar_Body_Lotion (200ML)
394,6.24E+11,STMLR-0,CAMP_SAN_01,P03,200,206.0,BOGOF,100,541,Grocery & Staples,Atliq_Suflower_Oil (1L)
395,d46611,STMLR-2,CAMP_DIW_01,P05,55,47.0,25% OFF,41,40,Home Care,Atliq_Scrub_Sponge_For_Dishwash
396,4e3a3d,STVJD-0,CAMP_DIW_01,P02,860,197.0,33% OFF,576,285,Grocery & Staples,Atliq_Sonamasuri_Rice (10KG)
397,50802a,STCHE-3,CAMP_DIW_01,P07,300,64.0,BOGOF,150,257,Home Care,Atliq_Curtains
398,4e7ca5,STMYS-1,CAMP_DIW_01,P07,300,54.0,BOGOF,150,219,Home Care,Atliq_Curtains
399,4ad894,STMLR-1,CAMP_DIW_01,P03,156,192.0,25% OFF,117,165,Grocery & Staples,Atliq_Suflower_Oil (1L)
400,6422b4,STCBE-0,CAMP_DIW_01,P01,172,255.0,33% OFF,115,425,Grocery & Staples,Atliq_Masoor_Dal (1KG)
401,8e6e77,STBLR-0,CAMP_SAN_01,P08,1190,37.0,BOGOF,595,156,Home Care,Atliq_Double_Bedsheet_set
402,252235,STHYD-4,CAMP_DIW_01,P07,300,64.0,BOGOF,150,223,Home Care,Atliq_Curtains
403,8aa62d,STCHE-2,CAMP_SAN_01,P12,62,67.0,50% OFF,31,74,Personal Care,Atliq_Lime_Cool_Bathing_Bar (125GM)
404,e24a3a,STVSK-1,CAMP_DIW_01,P07,300,49.0,BOGOF,150,170,Home Care,Atliq_Curtains
405,f98db5,STBLR-2,CAMP_SAN_01,P15,3000,129.0,500 Cashback,2500,279,Combo1,Atliq_Home_Essential_8_Product_Combo
406,35fb5b,STCBE-2,CAMP_DIW_01,P13,350,50.0,BOGOF,175,190,Home Appliances,Atliq_High_Glo_15W_LED_Bulb
407,390df2,STBLR-0,CAMP_SAN_01,P06,415,31.0,25% OFF,311,26,Home Care,Atliq_Fusion_Container_Set_of_3
408,f21ef6,STMLR-1,CAMP_SAN_01,P06,415,18.0,25% OFF,311,14,Home Care,Atliq_Fusion_Container_Set_of_3
409,bae5cb,STVSK-3,CAMP_SAN_01,P11,190,34.0,50% OFF,95,39,Personal Care,Atliq_Doodh_Kesar_Body_Lotion (200ML)
410,ee63b3,STHYD-4,CAMP_DIW_01,P02,860,362.0,33% OFF,576,521,Grocery & Staples,Atliq_Sonamasuri_Rice (10KG)
411,72eed8,STHYD-4,CAMP_DIW_01,P04,290,376.0,25% OFF,217,360,Grocery & Staples,Atliq_Farm_Chakki_Atta (1KG)
412,aaea9e,STTRV-0,CAMP_DIW_01,P10,65,68.0,50% OFF,32,93,Personal Care,Atliq_Cream_Beauty_Bathing_Soap (125GM)
413,496b80,STHYD-4,CAMP_SAN_01,P15,3000,118.0,500 Cashback,2500,253,Combo1,Atliq_Home_Essential_8_Product_Combo
414,5d5637,STCHE-0,CAMP_DIW_01,P09,110,94.0,50% OFF,55,119,Personal Care,Atliq_Body_Milk_Nourishing_Lotion (120ML)
415,ac0b1c,STMYS-3,CAMP_SAN_01,P14,1020,78.0,BOGOF,510,331,Home Appliances,Atliq_waterproof_Immersion_Rod
416,5a21a5,STBLR-4,CAMP_SAN_01,P10,50,31.0,25% OFF,37,26,Personal Care,Atliq_Cream_Beauty_Bathing_Soap (125GM)
417,ab3517,STTRV-1,CAMP_SAN_01,P04,370,190.0,BOGOF,185,733,Grocery & Staples,Atliq_Farm_Chakki_Atta (1KG)
418,a1e541,STHYD-1,CAMP_DIW_01,P01,172,311.0,33% OFF,115,385,Grocery & Staples,Atliq_Masoor_Dal (1KG)
419,af2b25,STBLR-7,CAMP_DIW_01,P13,350,85.0,BOGOF,175,338,Home Appliances,Atliq_High_Glo_15W_LED_Bulb
420,5d23c1,STVSK-4,CAMP_SAN_01,P12,62,40.0,50% OFF,31,58,Personal Care,Atliq_Lime_Cool_Bathing_Bar (125GM)
421,491ff2,STVJD-1,CAMP_SAN_01,P12,62,30.0,50% OFF,31,42,Personal Care,Atliq_Lime_Cool_Bathing_Bar (125GM)
422,7cf0d8,STMDU-0,CAMP_SAN_01,P14,1020,79.0,BOGOF,510,349,Home Appliances,Atliq_waterproof_Immersion_Rod
423,86a92b,STMLR-2,CAMP_DIW_01,P11,190,42.0,50% OFF,95,45,Personal Care,Atliq_Doodh_Kesar_Body_Lotion (200ML)
424,315542,STVJD-1,CAMP_SAN_01,P03,200,183.0,BOGOF,100,710,Grocery & Staples,Atliq_Suflower_Oil (1L)
425,17d5c1,STCBE-0,CAMP_DIW_01,P13,350,52.0,BOGOF,175,173,Home Appliances,Atliq_High_Glo_15W_LED_Bulb
426,e98f37,STBLR-3,CAMP_DIW_01,P08,1190,43.0,BOGOF,595,145,Home Care,Atliq_Double_Bedsheet_set
427,a2fd0b,STBLR-6,CAMP_DIW_01,P12,62,112.0,50% OFF,31,165,Personal Care,Atliq_Lime_Cool_Bathing_Bar (125GM)
428,6ec0eb,STCHE-2,CAMP_DIW_01,P15,3000,369.0,500 Cashback,2500,1073,Combo1,Atliq_Home_Essential_8_Product_Combo
429,dead78,STVJD-0,CAMP_DIW_01,P12,62,68.0,50% OFF,31,90,Personal Care,Atliq_Lime_Cool_Bathing_Bar (125GM)
430,a0a2ec,STBLR-8,CAMP_SAN_01,P01,172,346.0,33% OFF,115,491,Grocery & Staples,Atliq_Masoor_Dal (1KG)
431,2e3393,STCHE-3,CAMP_SAN_01,P14,1020,112.0,BOGOF,510,460,Home Appliances,Atliq_waterproof_Immersion_Rod
432,cf4f71,STHYD-0,CAMP_SAN_01,P01,172,250.0,33% OFF,115,382,Grocery & Staples,Atliq_Masoor_Dal (1KG)
433,5c8b9f,STMDU-1,CAMP_DIW_01,P01,172,187.0,33% OFF,115,289,Grocery & Staples,Atliq_Masoor_Dal (1KG)
434,cd4812,STMDU-3,CAMP_DIW_01,P07,300,47.0,BOGOF,150,162,Home Care,Atliq_Curtains
435,73ad85,STHYD-5,CAMP_DIW_01,P05,55,106.0,25% OFF,41,102,Home Care,Atliq_Scrub_Sponge_For_Dishwash
436,1c7c7f,STBLR-8,CAMP_DIW_01,P14,1020,52.0,BOGOF,510,178,Home Appliances,Atliq_waterproof_Immersion_Rod
437,f94d7b,STMDU-2,CAMP_SAN_01,P13,350,96.0,BOGOF,175,377,Home Appliances,Atliq_High_Glo_15W_LED_Bulb
438,6444b7,STCHE-2,CAMP_DIW_01,P06,415,85.0,25% OFF,311,81,Home Care,Atliq_Fusion_Container_Set_of_3
439,bf33ae,STMYS-0,CAMP_DIW_01,P14,1020,59.0,BOGOF,510,182,Home Appliances,Atliq_waterproof_Immersion_Rod
440,0f750a,STBLR-0,CAMP_SAN_01,P02,860,451.0,33% OFF,576,613,Grocery & Staples,Atliq_Sonamasuri_Rice (10KG)
441,5abaf9,STCHE-3,CAMP_SAN_01,P07,300,37.0,BOGOF,150,155,Home Care,Atliq_Curtains
442,d8f51c,STMYS-1,CAMP_DIW_01,P15,3000,449.0,500 Cashback,2500,1499,Combo1,Atliq_Home_Essential_8_Product_Combo
443,731f58,STMYS-0,CAMP_SAN_01,P05,55,28.0,25% OFF,41,22,Home Care,Atliq_Scrub_Sponge_For_Dishwash
444,e8d896,STCHE-1,CAMP_SAN_01,P10,50,40.0,25% OFF,37,33,Personal Care,Atliq_Cream_Beauty_Bathing_Soap (125GM)
445,d105db,STCBE-4,CAMP_SAN_01,P07,300,43.0,BOGOF,150,111,Home Care,Atliq_Curtains
446,01b425,STMYS-3,CAMP_DIW_01,P09,110,68.0,50% OFF,55,76,Personal Care,Atliq_Body_Milk_Nourishing_Lotion (120ML)
447,d31554,STMDU-2,CAMP_DIW_01,P05,55,80.0,25% OFF,41,70,Home Care,Atliq_Scrub_Sponge_For_Dishwash
448,0c0926,STMDU-3,CAMP_DIW_01,P08,1190,26.0,BOGOF,595,91,Home Care,Atliq_Double_Bedsheet_set
449,4f75fe,STMYS-2,CAMP_DIW_01,P08,1190,42.0,BOGOF,595,123,Home Care,Atliq_Double_Bedsheet_set
450,b0ab6c,STHYD-4,CAMP_SAN_01,P06,415,34.0,25% OFF,311,31,Home Care,Atliq_Fusion_Container_Set_of_3
451,166a02,STCHE-6,CAMP_SAN_01,P13,350,111.0,BOGOF,175,445,Home Appliances,Atliq_High_Glo_15W_LED_Bulb
452,bac74e,STBLR-9,CAMP_SAN_01,P01,172,319.0,33% OFF,115,449,Grocery & Staples,Atliq_Masoor_Dal (1KG)
453,a617b5,STHYD-4,CAMP_SAN_01,P14,1020,102.0,BOGOF,510,410,Home Appliances,Atliq_waterproof_Immersion_Rod
454,a1503f,STCBE-1,CAMP_DIW_01,P15,3000,329.0,500 Cashback,2500,1000,Combo1,Atliq_Home_Essential_8_Product_Combo
455,3133f3,STCHE-5,CAMP_SAN_01,P09,90,63.0,25% OFF,67,53,Personal Care,Atliq_Body_Milk_Nourishing_Lotion (120ML)
456,6ee2af,STHYD-3,CAMP_SAN_01,P02,860,595.0,33% OFF,576,892,Grocery & Staples,Atliq_Sonamasuri_Rice (10KG)
457,1e2a0e,STBLR-9,CAMP_DIW_01,P01,172,329.0,33% OFF,115,467,Grocery & Staples,Atliq_Masoor_Dal (1KG)
458,4692bf,STMLR-0,CAMP_SAN_01,P04,370,267.0,BOGOF,185,731,Grocery & Staples,Atliq_Farm_Chakki_Atta (1KG)
459,e621c9,STMLR-0,CAMP_SAN_01,P11,190,27.0,50% OFF,95,39,Personal Care,Atliq_Doodh_Kesar_Body_Lotion (200ML)
460,35637b,STVSK-4,CAMP_DIW_01,P03,156,301.0,25% OFF,117,237,Grocery & Staples,Atliq_Suflower_Oil (1L)
461,879d9a,STBLR-2,CAMP_DIW_01,P15,3000,318.0,500 Cashback,2500,915,Combo1,Atliq_Home_Essential_8_Product_Combo
462,aeed36,STBLR-6,CAMP_SAN_01,P12,62,54.0,50% OFF,31,83,Personal Care,Atliq_Lime_Cool_Bathing_Bar (125GM)
463,11578,STHYD-3,CAMP_SAN_01,P14,1020,87.0,BOGOF,510,236,Home Appliances,Atliq_waterproof_Immersion_Rod
464,d834f0,STMYS-3,CAMP_SAN_01,P08,1190,34.0,BOGOF,595,147,Home Care,Atliq_Double_Bedsheet_set
465,9e2de4,STMLR-0,CAMP_SAN_01,P07,300,21.0,BOGOF,150,54,Home Care,Atliq_Curtains
466,461ad4,STTRV-1,CAMP_DIW_01,P09,110,42.0,50% OFF,55,55,Personal Care,Atliq_Body_Milk_Nourishing_Lotion (120ML)
467,3181a7,STCBE-1,CAMP_SAN_01,P11,190,28.0,50% OFF,95,31,Personal Care,Atliq_Doodh_Kesar_Body_Lotion (200ML)
468,f1421a,STMDU-2,CAMP_SAN_01,P09,90,49.0,25% OFF,67,39,Personal Care,Atliq_Body_Milk_Nourishing_Lotion (120ML)
469,e391bc,STHYD-0,CAMP_DIW_01,P09,110,77.0,50% OFF,55,113,Personal Care,Atliq_Body_Milk_Nourishing_Lotion (120ML)
470,2cbc21,STHYD-1,CAMP_SAN_01,P09,90,58.0,25% OFF,67,47,Personal Care,Atliq_Body_Milk_Nourishing_Lotion (120ML)
471,406a98,STBLR-5,CAMP_SAN_01,P01,172,264.0,33% OFF,115,361,Grocery & Staples,Atliq_Masoor_Dal (1KG)
472,0690d9,STHYD-3,CAMP_DIW_01,P15,3000,418.0,500 Cashback,2500,1082,Combo1,Atliq_Home_Essential_8_Product_Combo
473,f39a0c,STHYD-3,CAMP_SAN_01,P09,90,49.0,25% OFF,67,37,Personal Care,Atliq_Body_Milk_Nourishing_Lotion (120ML)
474,8f25a6,STHYD-6,CAMP_SAN_01,P15,3000,126.0,500 Cashback,2500,302,Combo1,Atliq_Home_Essential_8_Product_Combo
475,7a22bc,STBLR-6,CAMP_DIW_01,P01,172,283.0,33% OFF,115,492,Grocery & Staples,Atliq_Masoor_Dal (1KG)
476,04f19c,STMYS-0,CAMP_DIW_01,P08,1190,50.0,BOGOF,595,146,Home Care,Atliq_Double_Bedsheet_set
477,3beb46,STMYS-2,CAMP_SAN_01,P13,350,81.0,BOGOF,175,208,Home Appliances,Atliq_High_Glo_15W_LED_Bulb
478,fd5955,STCBE-0,CAMP_DIW_01,P02,860,313.0,33% OFF,576,541,Grocery & Staples,Atliq_Sonamasuri_Rice (10KG)
479,0beb9b,STVSK-2,CAMP_SAN_01,P12,62,28.0,50% OFF,31,43,Personal Care,Atliq_Lime_Cool_Bathing_Bar (125GM)
480,8cbaa3,STHYD-2,CAMP_SAN_01,P08,1190,60.0,BOGOF,595,238,Home Care,Atliq_Double_Bedsheet_set
481,7d3d63,STCHE-1,CAMP_DIW_01,P13,350,68.0,BOGOF,175,205,Home Appliances,Atliq_High_Glo_15W_LED_Bulb
482,693b77,STMLR-0,CAMP_DIW_01,P12,62,70.0,50% OFF,31,88,Personal Care,Atliq_Lime_Cool_Bathing_Bar (125GM)
483,494f1b,STVSK-2,CAMP_SAN_01,P13,350,94.0,BOGOF,175,374,Home Appliances,Atliq_High_Glo_15W_LED_Bulb
484,0f714a,STVJD-1,CAMP_SAN_01,P06,415,16.0,25% OFF,311,11,Home Care,Atliq_Fusion_Container_Set_of_3
485,3906da,STMLR-2,CAMP_SAN_01,P09,90,33.0,25% OFF,67,27,Personal Care,Atliq_Body_Milk_Nourishing_Lotion (120ML)
486,6a54d2,STCHE-5,CAMP_SAN_01,P01,172,303.0,33% OFF,115,360,Grocery & Staples,Atliq_Masoor_Dal (1KG)
487,7cf9ef,STMDU-3,CAMP_DIW_01,P11,190,66.0,50% OFF,95,71,Personal Care,Atliq_Doodh_Kesar_Body_Lotion (200ML)
488,4162d7,STHYD-2,CAMP_DIW_01,P05,55,110.0,25% OFF,41,86,Home Care,Atliq_Scrub_Sponge_For_Dishwash
489,5c6465,STHYD-5,CAMP_SAN_01,P08,1190,36.0,BOGOF,595,139,Home Care,Atliq_Double_Bedsheet_set
490,9ff4a9,STMDU-1,CAMP_DIW_01,P10,65,94.0,50% OFF,32,120,Personal Care,Atliq_Cream_Beauty_Bathing_Soap (125GM)
491,c1cdb5,STCHE-0,CAMP_SAN_01,P15,3000,135.0,500 Cashback,2500,286,Combo1,Atliq_Home_Essential_8_Product_Combo
492,c1e0b6,STCHE-6,CAMP_SAN_01,P01,172,273.0,33% OFF,115,379,Grocery & Staples,Atliq_Masoor_Dal (1KG)
493,bb77b1,STMYS-3,CAMP_DIW_01,P14,1020,54.0,BOGOF,510,206,Home Appliances,Atliq_waterproof_Immersion_Rod
494,dd9914,STVSK-1,CAMP_DIW_01,P10,65,98.0,50% OFF,32,132,Personal Care,Atliq_Cream_Beauty_Bathing_Soap (125GM)
495,da5d21,STBLR-9,CAMP_DIW_01,P10,65,92.0,50% OFF,32,125,Personal Care,Atliq_Cream_Beauty_Bathing_Soap (125GM)
496,ae5745,STCBE-4,CAMP_DIW_01,P06,415,68.0,25% OFF,311,61,Home Care,Atliq_Fusion_Container_Set_of_3
497,35463c,STCBE-0,CAMP_DIW_01,P04,290,211.0,25% OFF,217,202,Grocery & Staples,Atliq_Farm_Chakki_Atta (1KG)
498,4ced30,STCHE-3,CAMP_SAN_01,P09,90,60.0,25% OFF,67,49,Personal Care,Atliq_Body_Milk_Nourishing_Lotion (120ML)
499,4f1bb6,STMYS-0,CAMP_SAN_01,P11,190,46.0,50% OFF,95,63,Personal Care,Atliq_Doodh_Kesar_Body_Lotion (200ML)
500,e7bb4f,STMDU-2,CAMP_DIW_01,P13,350,45.0,BOGOF,175,148,Home Appliances,Atliq_High_Glo_15W_LED_Bulb
501,1f1b71,STMDU-3,CAMP_SAN_01,P01,172,214.0,33% OFF,115,267,Grocery & Staples,Atliq_Masoor_Dal (1KG)
502,90b2fb,STCHE-6,CAMP_DIW_01,P07,300,59.0,BOGOF,150,201,Home Care,Atliq_Curtains
503,adf52a,STBLR-6,CAMP_DIW_01,P14,1020,47.0,BOGOF,510,179,Home Appliances,Atliq_waterproof_Immersion_Rod
504,ff8f10,STMDU-0,CAMP_SAN_01,P11,190,34.0,50% OFF,95,47,Personal Care,Atliq_Doodh_Kesar_Body_Lotion (200ML)
505,792708,STBLR-5,CAMP_SAN_01,P13,350,115.0,BOGOF,175,445,Home Appliances,Atliq_High_Glo_15W_LED_Bulb
506,07e4ea,STHYD-6,CAMP_SAN_01,P04,370,486.0,BOGOF,185,1890,Grocery & Staples,Atliq_Farm_Chakki_Atta (1KG)
507,c8670a,STCHE-0,CAMP_DIW_01,P15,3000,343.0,500 Cashback,2500,1056,Combo1,Atliq_Home_Essential_8_Product_Combo
508,8.02E+96,STBLR-4,CAMP_DIW_01,P11,190,91.0,50% OFF,95,116,Personal Care,Atliq_Doodh_Kesar_Body_Lotion (200ML)
509,886ef2,STMLR-2,CAMP_DIW_01,P08,1190,22.0,BOGOF,595,73,Home Care,Atliq_Double_Bedsheet_set
510,591730,STBLR-2,CAMP_SAN_01,P09,90,64.0,25% OFF,67,53,Personal Care,Atliq_Body_Milk_Nourishing_Lotion (120ML)
511,1809f2,STVSK-4,CAMP_SAN_01,P06,415,22.0,25% OFF,311,15,Home Care,Atliq_Fusion_Container_Set_of_3
512,fa5b45,STVJD-1,CAMP_SAN_01,P08,1190,27.0,BOGOF,595,109,Home Care,Atliq_Double_Bedsheet_set
513,7bb8ed,STCHE-2,CAMP_SAN_01,P08,1190,45.0,BOGOF,595,175,Home Care,Atliq_Double_Bedsheet_set
514,342d35,STCBE-3,CAMP_DIW_01,P08,1190,29.0,BOGOF,595,96,Home Care,Atliq_Double_Bedsheet_set
515,cfeac1,STHYD-6,CAMP_SAN_01,P14,1020,100.0,BOGOF,510,396,Home Appliances,Atliq_waterproof_Immersion_Rod
516,14f79d,STVSK-1,CAMP_DIW_01,P04,290,252.0,25% OFF,217,196,Grocery & Staples,Atliq_Farm_Chakki_Atta (1KG)
517,a9ae21,STCBE-0,CAMP_DIW_01,P12,62,80.0,50% OFF,31,119,Personal Care,Atliq_Lime_Cool_Bathing_Bar (125GM)
518,3d8361,STMYS-1,CAMP_DIW_01,P08,1190,47.0,BOGOF,595,184,Home Care,Atliq_Double_Bedsheet_set
519,da3c49,STMLR-2,CAMP_SAN_01,P02,860,270.0,33% OFF,576,313,Grocery & Staples,Atliq_Sonamasuri_Rice (10KG)
520,c6bf42,STCBE-3,CAMP_DIW_01,P07,300,52.0,BOGOF,150,173,Home Care,Atliq_Curtains
521,c4db5b,STTRV-0,CAMP_DIW_01,P01,172,164.0,33% OFF,115,236,Grocery & Staples,Atliq_Masoor_Dal (1KG)
522,0aefa5,STVSK-3,CAMP_SAN_01,P06,415,33.0,25% OFF,311,27,Home Care,Atliq_Fusion_Container_Set_of_3
523,bcad3c,STMDU-0,CAMP_DIW_01,P01,172,201.0,33% OFF,115,305,Grocery & Staples,Atliq_Masoor_Dal (1KG)
524,6b0ee6,STMDU-1,CAMP_DIW_01,P07,300,47.0,BOGOF,150,157,Home Care,Atliq_Curtains
525,b78191,STBLR-3,CAMP_SAN_01,P14,1020,91.0,BOGOF,510,361,Home Appliances,Atliq_waterproof_Immersion_Rod
526,65f085,STCHE-4,CAMP_SAN_01,P12,62,60.0,50% OFF,31,87,Personal Care,Atliq_Lime_Cool_Bathing_Bar (125GM)
527,20eb36,STCBE-1,CAMP_DIW_01,P10,65,80.0,50% OFF,32,92,Personal Care,Atliq_Cream_Beauty_Bathing_Soap (125GM)
528,092c09,STHYD-5,CAMP_DIW_01,P08,1190,43.0,BOGOF,595,147,Home Care,Atliq_Double_Bedsheet_set
529,d552e3,STMDU-3,CAMP_SAN_01,P12,62,45.0,50% OFF,31,53,Personal Care,Atliq_Lime_Cool_Bathing_Bar (125GM)
530,8f80ed,STVSK-3,CAMP_DIW_01,P11,190,52.0,50% OFF,95,57,Personal Care,Atliq_Doodh_Kesar_Body_Lotion (200ML)
531,0eb526,STMLR-0,CAMP_DIW_01,P07,300,38.0,BOGOF,150,113,Home Care,Atliq_Curtains
532,6af3e0,STBLR-6,CAMP_SAN_01,P14,1020,103.0,BOGOF,510,444,Home Appliances,Atliq_waterproof_Immersion_Rod
533,bdfb7d,STHYD-4,CAMP_SAN_01,P05,55,16.0,25% OFF,41,15,Home Care,Atliq_Scrub_Sponge_For_Dishwash
534,a0d919,STMDU-1,CAMP_DIW_01,P08,1190,35.0,BOGOF,595,122,Home Care,Atliq_Double_Bedsheet_set
535,4e6a19,STHYD-3,CAMP_SAN_01,P07,300,45.0,BOGOF,150,121,Home Care,Atliq_Curtains
536,c1debe,STCHE-3,CAMP_DIW_01,P15,3000,381.0,500 Cashback,2500,1303,Combo1,Atliq_Home_Essential_8_Product_Combo
537,3426bd,STCBE-0,CAMP_DIW_01,P10,65,80.0,50% OFF,32,124,Personal Care,Atliq_Cream_Beauty_Bathing_Soap (125GM)
538,852b4f,STHYD-5,CAMP_SAN_01,P12,62,49.0,50% OFF,31,70,Personal Care,Atliq_Lime_Cool_Bathing_Bar (125GM)
539,c9899d,STTRV-1,CAMP_DIW_01,P02,860,199.0,33% OFF,576,300,Grocery & Staples,Atliq_Sonamasuri_Rice (10KG)
540,c0d022,STBLR-6,CAMP_SAN_01,P06,415,33.0,25% OFF,311,28,Home Care,Atliq_Fusion_Container_Set_of_3
541,caa1e1,STCHE-5,CAMP_SAN_01,P03,200,432.0,BOGOF,100,1736,Grocery & Staples,Atliq_Suflower_Oil (1L)
542,cdb883,STMDU-0,CAMP_SAN_01,P12,62,46.0,50% OFF,31,66,Personal Care,Atliq_Lime_Cool_Bathing_Bar (125GM)
543,3bf731,STVSK-3,CAMP_SAN_01,P04,370,265.0,BOGOF,185,673,Grocery & Staples,Atliq_Farm_Chakki_Atta (1KG)
544,1091cf,STBLR-6,CAMP_DIW_01,P05,55,108.0,25% OFF,41,93,Home Care,Atliq_Scrub_Sponge_For_Dishwash
545,6d863b,STCBE-1,CAMP_SAN_01,P07,300,40.0,BOGOF,150,155,Home Care,Atliq_Curtains
546,bed4b4,STMLR-1,CAMP_SAN_01,P10,50,13.0,25% OFF,37,10,Personal Care,Atliq_Cream_Beauty_Bathing_Soap (125GM)
547,d290a1,STBLR-3,CAMP_DIW_01,P04,290,343.0,25% OFF,217,270,Grocery & Staples,Atliq_Farm_Chakki_Atta (1KG)
548,0e96b4,STCBE-4,CAMP_SAN_01,P14,1020,93.0,BOGOF,510,234,Home Appliances,Atliq_waterproof_Immersion_Rod
549,8b1147,STVSK-0,CAMP_SAN_01,P15,3000,73.0,500 Cashback,2500,170,Combo1,Atliq_Home_Essential_8_Product_Combo
550,7ecbbb,STHYD-1,CAMP_DIW_01,P06,415,103.0,25% OFF,311,88,Home Care,Atliq_Fusion_Container_Set_of_3
551,4a77da,STMLR-0,CAMP_SAN_01,P02,860,243.0,33% OFF,576,332,Grocery & Staples,Atliq_Sonamasuri_Rice (10KG)
552,4cf56a,STBLR-9,CAMP_DIW_01,P04,290,311.0,25% OFF,217,304,Grocery & Staples,Atliq_Farm_Chakki_Atta (1KG)
553,20da13,STBLR-4,CAMP_SAN_01,P07,300,48.0,BOGOF,150,185,Home Care,Atliq_Curtains
554,49706e,STMDU-3,CAMP_SAN_01,P15,3000,120.0,500 Cashback,2500,274,Combo1,Atliq_Home_Essential_8_Product_Combo
555,77435f,STBLR-3,CAMP_SAN_01,P01,172,78.0,33% OFF,115,387,Grocery & Staples,Atliq_Masoor_Dal (1KG)
556,2ba1ba,STCHE-7,CAMP_SAN_01,P13,350,106.0,BOGOF,175,454,Home Appliances,Atliq_High_Glo_15W_LED_Bulb
557,02c389,STBLR-8,CAMP_DIW_01,P12,62,120.0,50% OFF,31,159,Personal Care,Atliq_Lime_Cool_Bathing_Bar (125GM)
558,cb7ddd,STVJD-1,CAMP_DIW_01,P09,110,49.0,50% OFF,55,65,Personal Care,Atliq_Body_Milk_Nourishing_Lotion (120ML)
559,b44f0e,STHYD-2,CAMP_SAN_01,P15,3000,136.0,500 Cashback,2500,288,Combo1,Atliq_Home_Essential_8_Product_Combo
560,fc8d10,STMLR-0,CAMP_SAN_01,P08,1190,27.0,BOGOF,595,70,Home Care,Atliq_Double_Bedsheet_set
561,42f304,STCBE-3,CAMP_DIW_01,P06,415,66.0,25% OFF,311,57,Home Care,Atliq_Fusion_Container_Set_of_3
562,32fa85,STCHE-3,CAMP_DIW_01,P05,55,106.0,25% OFF,41,92,Home Care,Atliq_Scrub_Sponge_For_Dishwash
563,e60b61,STMLR-0,CAMP_SAN_01,P06,415,15.0,25% OFF,311,12,Home Care,Atliq_Fusion_Container_Set_of_3
564,da3d1d,STVSK-2,CAMP_DIW_01,P06,415,78.0,25% OFF,311,69,Home Care,Atliq_Fusion_Container_Set_of_3
565,5991de,STMDU-0,CAMP_DIW_01,P09,110,43.0,50% OFF,55,58,Personal Care,Atliq_Body_Milk_Nourishing_Lotion (120ML)
566,9c2777,STCHE-6,CAMP_SAN_01,P02,860,463.0,33% OFF,576,629,Grocery & Staples,Atliq_Sonamasuri_Rice (10KG)
567,deb3a5,STHYD-2,CAMP_SAN_01,P12,62,52.0,50% OFF,31,72,Personal Care,Atliq_Lime_Cool_Bathing_Bar (125GM)
568,5aa413,STCHE-1,CAMP_SAN_01,P08,1190,43.0,BOGOF,595,109,Home Care,Atliq_Double_Bedsheet_set
569,84dbe3,STHYD-1,CAMP_SAN_01,P07,300,51.0,BOGOF,150,140,Home Care,Atliq_Curtains
